,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_ireland,hash_irish,hash_johnnydepp,hash_stitch,hash_viral
4,IT,7103513044440878341,1653915518,Family trip to the waterfall😂💦🇮🇹 see all our adventures on IG: fesch6 ❤️ #recommendations #4you #anime #fyp #waterfall #familytrip,280483223279755264,your anime girl👑,"IG: @fesch6 
Cooperation: feschenko090@gmail.com
YELLOW MUKBANG🤤🍜👇🏻",0,False,https://www.tiktok.com/@fesch6/video/7103513044440878341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103513044440878341&source=h5_m,271268,607,65,624,50065,7092984503995550510,7092984503995550510,72,7092984503995550510,"use this sound if u like men (Contains music from: Quandale dingle ""The Race"" Freestyle cover - RKsmelly)","Contains music from: ""Quandale dingle ""The Race"" Freestyle cover""",6.925938645232977e+18,Deflixs,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092984535792487214.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dddf73c8bbd83d8ebb9759e5df1aaccf.json,False,False,RKsmelly,"Quandale dingle ""The Race"" Freestyle cover","use this sound if u like men (Contains music from: Quandale dingle ""The Race"" Freestyle cover - RKsmelly)","Contains music from: ""Quandale dingle ""The Race"" Freestyle cover""",[],0,0,Ireland,#recommendations #4you #anime #fyp #waterfall #familytrip,0,0,0,1,0,0,0,0,0,0
5,GB,7099918475061120262,1653078590,#xxxtentaction #fyp #funny #rich #broke,6643088321663549446,Wag1,🇦🇫🇦🇫🇦🇫,0,False,https://www.tiktok.com/@mo_editzzzz/video/7099918475061120262?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099918475061120262&source=h5_m,14324569,15598,40212,6093,3179206,7099918479319059205,7099918479319059205,72,7099918479319059205,original sound - mo_editzzzz (Contains music from: Back At It - Tee Tee),"Contains music from: ""Back At It""",6.643088321663549e+18,Wag1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099918479481998086.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7714de9cdd9c4e3d80a5584207ebe9ee.json,False,False,Tee Tee,Back At It,original sound - mo_editzzzz (Contains music from: Back At It - Tee Tee),"Contains music from: ""Back At It""",[],0,0,Ireland,#xxxtentaction #fyp #funny #rich #broke,0,0,1,1,0,0,0,0,0,0
0,GB,7093949772557602054,1651688893,Naughty sausage #pizza #fyp #dachshund,6743641222051529734,Pizza the Queen,"Pizza and Sizzle the saussies
📧 pizzathequeen@outlook.com",0,False,https://www.tiktok.com/@pizzathequeen/video/7093949772557602054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093949772557602054&source=h5_m,23904736,32902,101012,36818,4681478,7093949753465424645,7093949753465424645,72,7093949753465424645,original sound - pizzathequeen,Pizza the Queen,6.74364122205153e+18,Pizza the Queen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093949785538923269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11fb2eebe45aeddf15cfef959cfda698.json,False,False,,,,,[],0,0,Ireland,#pizza #fyp #dachshund,0,0,0,1,0,0,0,0,0,0
1,US,7098520332050451754,1652753058,it wouldn’t be az if we didn’t recreate this @cali.griz @saraaearndt #arizona #az #bigmouth #vacation #bestfriends,6745245907808699398,maya,"purdue | actor | 21
treat people with kindness",0,False,https://www.tiktok.com/@prxncessmaya/video/7098520332050451754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098520332050451754&source=h5_m,5528077,1204,1137,1070,851031,6709769975495740165,6709769975495740165,72,6709769975495740165,original sound - bigmouthnetflix,Big Mouth,6.618307916199903e+18,Big Mouth,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1638127433166901.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ca992e7d328b2f7b8a08ac2ab9e1b3a4.json,False,False,,,,,[],0,0,Ireland,#arizona #az #bigmouth #vacation #bestfriends,0,0,0,0,0,0,0,0,0,0
2,IE,7101401026720255238,1653423775,Well that went well 😁🤣🤣🤣🤣 #fyp #bf #trending #funny,7836325,Dayna-Leigh Benson,"Insta - dlb.x.x💕
Coffee Lover🤎
Mom to Mabel💕
DBE obsessed🤎",0,False,https://www.tiktok.com/@daynaleighbenson/video/7101401026720255238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101401026720255238&source=h5_m,89547,13,14,0,5215,7063124389310647046,7063124389310647046,72,7063124389310647046,original sound - niamhlaylaxx (Contains music from: Unfoolish (You Must Be Used To Me Crying) - Ku De Ta),"Contains music from: ""Unfoolish (You Must Be Used To Me Crying)""",7.030589348748559e+18,❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063124399620246277.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cf9660f4f871815d926a4dd377118e2.json,False,False,Ku De Ta,Unfoolish (You Must Be Used To Me Crying),original sound - niamhlaylaxx (Contains music from: Unfoolish (You Must Be Used To Me Crying) - Ku De Ta),"Contains music from: ""Unfoolish (You Must Be Used To Me Crying)""",[],0,0,Ireland,#fyp #bf #trending #funny,0,0,1,1,0,0,0,0,0,0
3,AU,7103473596030405890,1653906331,I watched a lot of tutorials to get the beat right 😫 #pregnant #family,53838971864104960,Kat Clark,"🇦🇺 🇵🇭 
Healthy Food • Mum life but with older kids
📧 Kat@thisisamplify.com",0,False,https://www.tiktok.com/@katclark86/video/7103473596030405890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103473596030405890&source=h5_m,2262242,3580,87,171,353891,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,Ireland,#pregnant #family,0,0,0,0,0,0,0,0,0,0
4,GB,7102892887058173189,1653771128,"This is part one of two at my besties grave I don’t want negative comments, this is part of our reality, this happened wether I filmed or not and I think it’s important for people to see Tourette’s and how it affects normal life #music #tourettes #raiseawareness #grave #cemetery",6635545243675049990,JODE599,"Raises awareness of Tourette’s 
Sarcastic humour 🥰 

Hugo@grail-talent.com",0,False,https://www.tiktok.com/@jode599/video/7102892887058173189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102892887058173189&source=h5_m,886071,425,100,2,154631,7102892926002285317,7102892926002285317,72,7102892926002285317,original sound - jode599,JODE599,6.63554524367505e+18,JODE599,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102892913885956869.mp3,,False,False,,,,,[],0,0,Ireland,#music #tourettes #raiseawareness #grave #cemetery,0,0,0,0,0,0,0,0,0,0
5,US,7102764373025803522,1653741202,"Thank you Ben, you pure soul. #BenChew #BenjaminChew #JusticeForJohnny #JusticeForJohnnyDepp #FYP",6660805063507984390,S a h a r,"Oh hello there. 
Welcome to my visual diary. 📔

♍️ | 28 |📍DC",0,False,https://www.tiktok.com/@not.sahar/video/7102764373025803522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102764373025803522&source=h5_m,6888587,1449,710,1497,695123,7072513628145977346,7072513628145977346,10033,7072513628145977346,Aesthetic,Tollan Kim,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/574e7c5d315246148130dc45d6038a02,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6bb14cd1a0604578a4319e4c2e02b2a4,True,True,,,,,[],0,0,Ireland,#BenChew #BenjaminChew #JusticeForJohnny #JusticeForJohnnyDepp #FYP,0,0,0,1,0,0,0,0,0,0
6,IE,7096882477196709126,1652371717,#stitch with @nicoleelizabetha 5 second rule,6784901158177899526,Eric Roberts,"I tell bad jokes in a good way 


YouTube Eric Roberts",0,False,https://www.tiktok.com/@ericroberts44/video/7096882477196709126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096882477196709126&source=h5_m,1572804,1901,6679,2267,210954,7096882452076989189,7096882452076989189,72,7096882452076989189,original sound - ericroberts44,Eric Roberts,6.7849011581779e+18,Eric Roberts,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096882445580126982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6d0d8900ec7cb2342d7d3509eaf6127a.json,False,False,,,,,[],0,0,Ireland,#stitch,0,0,0,0,0,0,0,0,1,0
7,IE,7096205657468062982,1652214132,Glenda #fyp 🇮🇪,6984023172409066501,Adam O’Reilly,"💘☺️💘☺️
Dublin 
22",0,False,https://www.tiktok.com/@adamoreilly__/video/7096205657468062982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096205657468062982&source=h5_m,412891,230,267,262,30054,7091834279902137093,7091834279902137093,72,7091834279902137093,original sound - jamiegibson__06,Jamie Gibson 🤑🤑🔥,7.089948139235821e+18,Jamie Gibson 🤑🤑🔥,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091834287754119942.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b398edd37179844557a10a7c669b721a.json,False,False,,,,,[],0,0,Ireland,#fyp,0,0,0,1,0,0,0,0,0,0
0,CA,7101342805515046150,1653410218, ,6715782432765084678,Reilly,Instagram: Reillyfogolin,0,False,https://www.tiktok.com/@reillyfogolin/video/7101342805515046150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101342805515046150&source=h5_m,9635893,5714,14467,855,842848,7101342813236841221,7101342813236841221,72,7101342813236841221,original sound - reillyfogolin,Reilly,6.715782432765085e+18,Reilly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101342827690347269.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,TG,7086743608157539589,1650011078,Répondre à @stellanata659  Le gâteau 🎂 partie 3 😊,22101313,Axel Merryl,"On est là pour s’amuser ❤️
🇧🇯———-> 🇫🇷
Mon dernier clip ici ⬇️",0,False,https://www.tiktok.com/@axelmerryl/video/7086743608157539589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086743608157539589&source=h5_m,10709774,1873,23759,54342,307566,7086743582836558597,7086743582836558597,72,7086743582836558597,original sound - axelmerryl,Axel Merryl,22101313.0,Axel Merryl,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086743602625317637.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6ba763243ec2f9c50ed3051d5ba33d6b.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,US,7100274372459629870,1653161453,It’s a strict morning routine☀️#goldenretrieverlife #goldensoftiktok #dogtok  #morningroutine  #minivlog #fypシ,66468273642319872,GoldieHocks Family🐶,"Welcome to the Fam❤️
A lil of the Hocking Fam 
A lot of our three golden bears🐶",0,False,https://www.tiktok.com/@thegoldiehocksfamily/video/7100274372459629870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100274372459629870&source=h5_m,8171882,3019,59540,4085,1027205,7069812712208927531,7069812712208927531,72,7069812712208927531,original sound - theholdernessfamily,The Holderness Fam,9.427497905519411e+16,The Holderness Fam,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7069812750112934698.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aadf47ae2201b6dc809df5ca892b61dd.json,False,False,,,,,[],0,0,Ireland,#goldenretrieverlife #goldensoftiktok #dogtok #morningroutine #minivlog #fypシ,0,0,0,0,1,0,0,0,0,0
3,DE,7103267320977493253,1653858305,Part2?,7102493557546451974,Lotti,YOU ARE PERFECT no matter how you look or how much you weight I love you all!🥰,0,False,https://www.tiktok.com/@i_dont_rlly_now/video/7103267320977493253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103267320977493253&source=h5_m,11318595,2380,714,19,1274654,7103267350136376069,7103267350136376069,72,7103267350136376069,original sound - i_dont_rlly_now,Lotti,7.102493557546452e+18,Lotti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103267365432888070.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
4,NL,7093881652945915141,1651673034,🙌🙌 #vechtdalvloeren,6853766299341718533,Simon Simonian,"💪🏼 Vakmanschap in vloeren 💪🏼
🙏🏽Volg mij op Instagram 🙏🏼",0,False,https://www.tiktok.com/@vechtdalvloeren/video/7093881652945915141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093881652945915141&source=h5_m,41383579,4341,16530,80,2740913,6745304146598985730,6745304146598985730,141,6745304146598985730,Mask Off,Future,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1134ed11d3094788903c3f39d2122571,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ab18a374696c4453b6401945fad4609c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1205692004', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#vechtdalvloeren,0,0,0,0,0,0,0,0,0,0
5,US,7095809209467587886,1652121826, ,6656913964248088581,Doja Cat,PLANET HER Deluxe 🪐 Out Now,0,False,https://www.tiktok.com/@dojacat/video/7095809209467587886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095809209467587886&source=h5_m,32547172,26062,22759,10833,5618532,7095809133735103274,7095809133735103274,72,7095809133735103274,original sound - dojacat (Contains music from: Like This (feat. Eve) (Album Version) - Kelly Rowland),"Contains music from: ""Like This (feat. Eve) (Album Version)""",6.656913964248089e+18,Doja Cat,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095809199535524654.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/01a9fd0cbdf3f35a6e86c696d079fa79.json,False,False,Kelly Rowland,Like This (feat. Eve) (Album Version),original sound - dojacat (Contains music from: Like This (feat. Eve) (Album Version) - Kelly Rowland),"Contains music from: ""Like This (feat. Eve) (Album Version)""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
0,IE,7099131127004269829,1652895271, ,6895465517629441025,Danielle McFadden,"18♋️
1111☁️
Serotonin central💗
Thank you so much for 112k!!🤍",0,False,https://www.tiktok.com/@notdaniellemcfadden/video/7099131127004269829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099131127004269829&source=h5_m,291870,470,193,239,39460,7070736959819369258,7070736959819369258,72,7070736959819369258,I love you young slo be,ZhongliBootyJiggler6895,6.625709868379947e+18,ZhongliBootyJiggler6895,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070736979771607850.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5842dd359c23c86697575fcf6f3773b1.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,IE,7099938876478770438,1653083341,St Joseph and the donkey #foryoupage #foryou #fyp,53979693770620928,Adam,Cork 🔴⚪️,0,False,https://www.tiktok.com/@adamring03/video/7099938876478770438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099938876478770438&source=h5_m,305040,351,495,1082,41824,7099938856493009669,7099938856493009669,72,7099938856493009669,original sound - adamring03,Adam,5.397969377062093e+16,Adam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099938869793213190.mp3,,False,False,,,,,[],0,0,Ireland,#foryoupage #foryou #fyp,1,1,0,1,0,0,0,0,0,0
2,IE,7102546718654319877,1653690527,Ye ino it x,6914233539723805702,Amber,This is my private keep it on the DL,0,False,https://www.tiktok.com/@ambersprivatexo16/video/7102546718654319877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102546718654319877&source=h5_m,195138,87,46,253,22419,7068354910936664878,7068354910936664878,72,7068354910936664878,original sound - drama.lyric,Following back,7.025704578268792e+18,Following back,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7068354955270409007.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ecb8b84bc175802643c106ad360ede05.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
3,IE,7099086585869667590,1652884902, ,2264721,Shauna,"📧shaunadavitt123@gmail.com
BePiercedAF: shaunathesheep €€ off
🇮🇪",0,False,https://www.tiktok.com/@shauna_the_sheep123/video/7099086585869667590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099086585869667590&source=h5_m,262446,557,331,485,52902,7099086586121325317,7099086586121325317,72,7099086586121325317,original sound - shauna_the_sheep123,Shauna,2264721.0,Shauna,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099086585810930438.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
4,IE,7092830196721618182,1651428222,Oh how life comes at you fast x,6735024717655442438,CEO OF ROSCOMMON🇺🇦,"📍Ireland 🇮🇪
Doing this TikTok thing, don’t have a real job 👍
Ukraine 🇺🇦 ❤️",0,False,https://www.tiktok.com/@jimflano/video/7092830196721618182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092830196721618182&source=h5_m,181748,451,557,748,28781,7083173526437579526,7083173526437579526,72,7083173526437579526,i hear a symphony x pluto projector,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,7.05500172140413e+18,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083173530594003718.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03e97ee7138ac60531672c637abe7e06.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
5,IE,7103234233266638085,1653850600,dead 😂. #sugarplum0990 #fyp #fypシ #viral #irish #irish,6817497783848584198,Pa Cowman. ( Ye Bagel Ye),"I want to be the first Wexford man to hit 10 million.
Papacowman2000 Snapcha",0,False,https://www.tiktok.com/@sugarplum_0990/video/7103234233266638085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103234233266638085&source=h5_m,77418,433,423,748,4404,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,Ireland,#sugarplum0990 #fyp #fypシ #viral #irish #irish,0,0,0,1,1,0,2,0,0,1
6,IE,7103301243082198277,1653866204,#tiktok#ireland#dublin#spain🇪🇸 #fyp#,6941023688222540806,Hector chelo,never give up 💪💪🇮🇪🇪🇦🇧🇴 #10k please,0,False,https://www.tiktok.com/@hectorchelo27/video/7103301243082198277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103301243082198277&source=h5_m,25170,21,7,10,846,6988078775653567233,6988078775653567233,72,6988078775653567233,As The World Caves In (LiamFawell Remix) (Contains music from: As the World Caves In - Wuki Remix - Sarah Cothran & Wuki),"Contains music from: ""As the World Caves In - Wuki Remix""",6.737983727270413e+18,liamfawell,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6988078772033538817.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/30fd1129b7a5addbbefd816ef8b46cc7.json,False,False,Sarah Cothran & Wuki,As the World Caves In - Wuki Remix,As The World Caves In (LiamFawell Remix) (Contains music from: As the World Caves In - Wuki Remix - Sarah Cothran & Wuki),"Contains music from: ""As the World Caves In - Wuki Remix""",[],0,0,Ireland,#tiktok#ireland#dublin#spain🇪🇸 #fyp#,0,0,0,1,0,1,0,0,0,0
