,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_amberheard,hash_australia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_johnnydepp,hash_trending,hash_viral
6,AU,7093408028761902338,1651562758,#NickiMinaj was obviously joking 😂 FOLLOW for more #HipHop and #Rap vids‼️ #julseyhiphop #raptok #barbz #metgala #metgala2022 #fyp,6837019548182840326,Julsey,"Hip Hop, Rap, Culture 🌎
⬇️ Follow me on all socials for more content ⬇️",0,False,https://m.tiktok.com/v/7093408028761902338.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093408028761902338&source=h5_m,1074374,603,217,581,90357,7093408019500845826,7093408019500845826,72,7093408019500845826,original sound - julseyhiphop,Julsey,6.83701954818284e+18,Julsey,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093408020356467458.mp3,,False,False,,,,,[],0,0,Australia,#NickiMinaj #HipHop #Rap #julseyhiphop #raptok #barbz #metgala #metgala2022 #fyp,0,0,0,0,0,1,0,0,0,0
7,AU,7078197312299846914,1648021240,#duet with @alaughter9 👀 😂,3406850,Ian Zaro,"Name: Ian Zaro
Email:  ian@thisisamplify.com
🌈",0,False,https://m.tiktok.com/v/7078197312299846914.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078197312299846914&source=h5_m,155021,261,344,282,13482,7076408056699145006,7076408056699145006,72,7076408056699145006,original sound - alaughter9 (Contains music from: 一帘幽梦（Cover 卓依婷）（萨克斯版） - 马成林),"Contains music from: ""一帘幽梦（Cover 卓依婷）（萨克斯版）""",7.071864667738424e+18,Pipe maker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076408115314445102.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/043fd3e109a17e49006ad6ee4c3377f4.json,False,False,马成林,一帘幽梦（Cover 卓依婷）（萨克斯版）,original sound - alaughter9 (Contains music from: 一帘幽梦（Cover 卓依婷）（萨克斯版） - 马成林),"Contains music from: ""一帘幽梦（Cover 卓依婷）（萨克斯版）""",[],0,0,Australia,#duet,0,0,0,0,0,0,0,0,0,0
0,AU,7102640784599452930,1653712428,it’s tough ngl,6870726080015385602,Sarah Johnstone,this was mean to be a secret account,0,False,https://www.tiktok.com/@sarahssppam/video/7102640784599452930?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102640784599452930&source=h5_m,64607,255,196,0,7409,6837835112978090758,6837835112978090758,72,6837835112978090758,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",6.811486243077129e+18,Millennial32,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6837835054090128134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d7042fd932e4723de61064bd485d149e.json,False,False,M.O.S.,Feelings,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
1,US,7102967467777068293,1653788491, ,6728004630200484870,Katiana,"hi 🦋 :3
I’m an artist 🎙
₍˄·͈༝·͈˄₎◞ ̑̑ෆ⃛ love you 💕",0,False,https://www.tiktok.com/@katiana.kay/video/7102967467777068293?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102967467777068293&source=h5_m,1456549,2364,706,808,206875,7051770555447446278,7051770555447446278,72,7051770555447446278,Hot N Cold (Contains music from: Hot N Cold - Katy Perry),"Contains music from: ""Hot N Cold""",7.051037848224613e+18,Sped up songs ⚡️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7051770581892549382.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/955c0b471f4931fc86cc0197402e9c54.json,False,False,Katy Perry,Hot N Cold,Hot N Cold (Contains music from: Hot N Cold - Katy Perry),"Contains music from: ""Hot N Cold""",[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
2,AU,7098334596114271489,1652709815,would you GIVE or TAKE from someone? 🤍 #socialexperiment #kindness #spreadlove,6609029460412973062,TOM,"📧: cloutom@wearekomodo.com
donate to kindness today 🤍 (link below!)",0,False,https://www.tiktok.com/@tom/video/7098334596114271489?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098334596114271489&source=h5_m,1106601,852,227,681,118219,7081975634817272582,7081975634817272582,72,7081975634817272582,original sound - ourlyricss (Contains music from: House of Memories - Panic! At The Disco),"Contains music from: ""House of Memories""",7.069585332726957e+18,bbm,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081975636109101830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f03483f634d175c87c9e798a52a874a.json,False,False,Panic! At The Disco,House of Memories,original sound - ourlyricss (Contains music from: House of Memories - Panic! At The Disco),"Contains music from: ""House of Memories""",[],0,0,Australia,#socialexperiment #kindness #spreadlove,0,0,0,0,0,0,0,0,0,0
3,US,7096558967937109291,1652296393,This is step 1. #safetytips #homealone #safetyfirst #stranger #psa #lifehack #safetymonth,6563314933366095877,Cathy Pedrayes,"The Mom Friend of the Group.
Sharing safety & security tips.",0,False,https://www.tiktok.com/@cathypedrayes/video/7096558967937109291?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096558967937109291&source=h5_m,6727967,2260,989,3128,804285,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,Australia,#safetytips #homealone #safetyfirst #stranger #psa #lifehack #safetymonth,0,0,0,0,0,0,0,0,0,0
4,US,7098467417923276078,1652740738,#duet with @petroutv my favorite trend,6718275242529620998,Bryce Hall,"this kid can’t be stopped
email: bryce@panthertalent.com",0,False,https://www.tiktok.com/@brycehall/video/7098467417923276078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098467417923276078&source=h5_m,7689096,579,293,418,649931,7090106050497579777,7090106050497579777,72,7090106050497579777,guy.exe (Contains music from: Say Techno - Blazy),"Contains music from: ""Say Techno""",7.046608758293726e+18,🍪,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090106058831579906.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bbe17574021f92e49ea9fbd912ad2c51.json,False,False,Blazy,Say Techno,guy.exe (Contains music from: Say Techno - Blazy),"Contains music from: ""Say Techno""",[],0,0,Australia,#duet,0,0,0,0,0,0,0,0,0,0
5,AU,7086978544957426946,1650065778, ,7086413541897585665,Australia,Thank you for 12k followers 🤩🎉🥳,0,False,https://www.tiktok.com/@only.in.australia33/video/7086978544957426946?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086978544957426946&source=h5_m,2907190,1128,4907,3716,79028,6885288018916215554,6885288018916215554,72,6885288018916215554,original sound - ashton_aussie,australianmagpie,6.880000724500399e+18,australianmagpie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6885287987840568066.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3bd0710addbe4af636d5fa351fb9ec29.json,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
6,GB,7101007200520310022,1653332079,Whoops 🤭 #smuttbooktok #books #smut #smuttbook #spicybookrecs #spicybooktok📚 #saucybooktok #bookclub #mustreads #sexybooks #fyp #BookTok #fypシ #foryou #foryoupage #romantic #bookrecs #booktoker #bookboyfriend #bookboyfriendsdoitbetter #darkromancebooks,6840791151273313286,Alex Walsh,"✨ALL TIKTOKS ARE EXAMPLES FROM BOOKS✨
📚Insta; @readwithwalsh",0,False,https://www.tiktok.com/@walshalexxx/video/7101007200520310022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101007200520310022&source=h5_m,6298512,1173,2289,4518,531720,7079239555974432770,7079239555974432770,10033,7079239555974432770,Cool for the Summer - Sped Up (Nightcore),Demi Lovato & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/32b7a842bab64ca9a7d5dbae387d644b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/147482099e9846918b5974e0bcbd65c5,False,True,,,,,[],0,0,Australia,#smuttbooktok #books #smut #smuttbook #spicybookrecs #spicybooktok📚 #saucybooktok #bookclub #mustreads #sexybooks #fyp #BookTok #fypシ #foryou #foryoupage #romantic #bookrecs #booktoker #bookboyfriend #bookboyfriendsdoitbetter #darkromancebooks,0,0,1,1,0,1,1,0,0,0
7,IE,7100498153287208198,1653213558,Cocktail Lover🥀 #foryou #food #drink #trending #viral,6962457184282756101,Drink_Hubb,"✨Daily Food and Drink Videos✨
👇Join The Gang👇
🔥Goal:1 million Followers🔥",0,False,https://www.tiktok.com/@drink_hubb/video/7100498153287208198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100498153287208198&source=h5_m,5724309,1086,4499,8048,163143,6759290709599062017,6759290709599062017,10033,6759290709599062017,Send Me on My Way,Guy Meets Girl,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/488ca5789a9743259d748c1155c4fd74,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fb96fc255e79487293265ca2547eb546,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1488019663', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#foryou #food #drink #trending #viral,0,0,1,0,0,0,0,0,1,1
0,NZ,7100796100151479553,1653282929,Sydney what’s good? Royal Family being silly down at the fish markets #fyp #fypシ DC: @lancesavali,6775744729096619013,Elvis Lopeti,IG: @elvis_lopeti,0,False,https://m.tiktok.com/v/7100796100151479553.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100796100151479553&source=h5_m,1259052,1156,672,2809,248661,7099263363791850241,7099263363791850241,72,7099263363791850241,original sound - lancesavali,Lancesavali,6.804672838067504e+18,Lancesavali,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099263368359332609.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/834a5740c49726a9e75ddcd70f8b2ae7.json,False,False,,,,,[],0,0,Australia,#fyp #fypシ,0,0,0,0,0,1,1,0,0,0
1,GB,7096518514877467910,1652286975,I love this concept 🤍 #fyp #kimkardashian #metgala,6988982017728693253,Eva,"• Follow for daily Kardashian quotes 💬💗
• 1M+ on Instagram 
• Since 2015",0,False,https://m.tiktok.com/v/7096518514877467910.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096518514877467910&source=h5_m,4590615,626,203,839,545704,7096518489090951941,7096518489090951941,72,7096518489090951941,original sound - kardashquotes,Eva,6.988982017728693e+18,Eva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096518510892813062.mp3,,False,False,,,,,[],0,0,Australia,#fyp #kimkardashian #metgala,0,0,0,0,0,1,0,0,0,0
2,GB,7102007504741141765,1653564982,“I knew you would shine” 😭 #krisjenner #kyliejenner #foryou #thekardashians #foryoupage #iconic #viral,6898719202141537281,kardashianicon,"kardashian/jenner fan account 💋
business - kardashianicon@mail.com ✉️",0,False,https://m.tiktok.com/v/7102007504741141765.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102007504741141765&source=h5_m,7620813,7563,10426,15079,1289493,7102007495874317061,7102007495874317061,72,7102007495874317061,original sound - kardashianicon,kardashianicon,6.898719202141537e+18,kardashianicon,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102007487187913477.mp3,,False,False,,,,,[],0,0,Australia,#krisjenner #kyliejenner #foryou #thekardashians #foryoupage #iconic #viral,0,0,1,1,0,0,0,0,0,1
3,IT,7102897467619921158,1653772191,i hate them.|| #strangerthings #st4 #janehopper #jimhopper #viral #foryoupage #fyp,6909561986158724098,in love with finn💙,"☞︎︎︎𝚜𝚙𝚊𝚖=𝚋𝚕𝚘𝚔☜︎︎︎
she/her
(i changed my username)",0,False,https://m.tiktok.com/v/7102897467619921158.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102897467619921158&source=h5_m,3311633,9824,2923,7711,759032,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#strangerthings #st4 #janehopper #jimhopper #viral #foryoupage #fyp,0,0,0,1,0,1,0,0,0,1
4,GB,7102390088327269637,1653654059,I felt the last guys pain 🤣🤣 #failvideos #failfriday #baddaynotabadlife #oops        🎵:Bad Life - @Sigrid 🎶,6644859264266649606,Moxi Moments,The internet’s greatest moments.,0,False,https://m.tiktok.com/v/7102390088327269637.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102390088327269637&source=h5_m,306587,142,354,293,28105,7084239168938739713,7084239168938739713,10033,7084239168938739713,Bad Life,Sigrid & Bring Me The Horizon,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8769b3fc18b84b8a9cab402399d390fd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/863b4b498be9416c8c22bab350d9bf20,False,True,,,,,[],0,0,Australia,#failvideos #failfriday #baddaynotabadlife #oops,0,0,0,0,0,0,0,0,0,0
5,AM,7102747163909786881,1653737195,Reply to @mybiosaysitall111 JOHNNY FINALLY HEARD THIIS😂 WATCH HIS REACTION😍😍😍 #johnnydepp #justiceforjohnny #justiceforjohnnydepp #fyp #fypシ #foryoupage #foryou #rek #trend #trending #amberheard,145683593766305792,Annie Setyan,Cooperation→ Insta @anisetyan & anniesetyan@gmail.com ! 👇 Merch coming soon 🔥,0,False,https://m.tiktok.com/v/7102747163909786881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102747163909786881&source=h5_m,2205630,1123,1907,1709,196507,7102747141243800322,7102747141243800322,72,7102747141243800322,original sound - anisetyan,Annie Setyan,1.456835937663058e+17,Annie Setyan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102747130695125762.mp3,,False,False,,,,,[],0,0,Australia,#johnnydepp #justiceforjohnny #justiceforjohnnydepp #fyp #fypシ #foryoupage #foryou #rek #trend #trending #amberheard,1,0,1,1,0,1,1,1,1,0
6,ZA,7099852675512159494,1653063271,That hit! #Love #relationship #inspiration #foryoupage,6958734387349668870,timonkriek,"GIF🎚ED
I’ve created +100 Online CEO’s.
Let’s connect & make it rain 💸
👇",0,False,https://m.tiktok.com/v/7099852675512159494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099852675512159494&source=h5_m,14765541,2912,42649,10179,713633,7090551546211044122,7090551546211044122,72,7090551546211044122,original sound - katakangabutt (Contains music from: Swords - JIMINI),"Contains music from: ""Swords""",6.854457011061589e+18,gabut woi,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090551558945000219.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a96e2ad67089953de8962dfd4c4feb1b.json,False,False,JIMINI,Swords,original sound - katakangabutt (Contains music from: Swords - JIMINI),"Contains music from: ""Swords""",[],0,0,Australia,#Love #relationship #inspiration #foryoupage,0,0,0,1,0,0,0,0,0,0
7,US,7101392223861837102,1653421723,Day 74- normalize the bulge #trans,6791237041642669061,Dylan Mulvaney,"She/they 🌸🌷🌼
LA actress/comedian 
Collab: hello@dylanmulvaney.com",0,False,https://m.tiktok.com/v/7101392223861837102.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101392223861837102&source=h5_m,3227518,13111,5447,843,785057,7101392211333434158,7101392211333434158,72,7101392211333434158,original sound - dylanmulvaney,Dylan Mulvaney,6.791237041642669e+18,Dylan Mulvaney,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101392229599595306.mp3,,False,False,,,,,[],0,0,Australia,#trans,0,0,0,0,0,0,0,0,0,0
0,AU,7093634754628603138,1651615547,Or is he… (dc: @halle pitman) #nathanlust,6627750917427544070,Nathan Lust,"Australia, Queensland📍 

Email: david@emberartists.com",0,False,https://m.tiktok.com/v/7093634754628603138.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093634754628603138&source=h5_m,1601771,380,83,812,190370,7086170196976700165,7086170196976700165,72,7086170196976700165,fantasy,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,7.05500172140413e+18,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086170190458735365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab952aa757c03d042c3b0d17eb7edbcc.json,False,False,,,,,[],0,0,Australia,#nathanlust,0,0,0,0,0,0,0,0,0,0
1,CA,7102527347848498437,1653686016,🫶🏻,6995402028004492293,kallmewhateveryouwant,"Congrats You found my Spam Account
Here’s a cookie 🍪
This account is pure chaos",0,False,https://m.tiktok.com/v/7102527347848498437.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102527347848498437&source=h5_m,1860968,1952,449,822,434654,7074589101378243334,7074589101378243334,72,7074589101378243334,original sound - s0undss.__,.,6.565489143114777e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074589091118992133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f7e7519b6d6528c7f9251151c7255998.json,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
2,IL,7094240592665906433,1651756605,Lmao I just know that's what he said#johnnydepp #justiceforjohnnydepp #jacksparrow #foryou #viral #90s #likes,6605171100077260806,Justice for Johnny depp !,"#justiceforjohnnydepp
Thank you for all your support
I love you’ll 😘",0,False,https://m.tiktok.com/v/7094240592665906433.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094240592665906433&source=h5_m,24052925,25896,122309,155842,3849590,7094240590023445249,7094240590023445249,72,7094240590023445249,original sound - .johnnydepp1,Justice for Johnny depp !,6.605171100077261e+18,Justice for Johnny depp !,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094240585275411201.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f567cd99621f809e7c10b66c585932b.json,False,False,,,,,[],0,0,Australia,#johnnydepp #justiceforjohnnydepp #jacksparrow #foryou #viral #90s #likes,0,0,1,0,0,0,0,1,0,1
3,US,7094041203905219886,1651710181,#whitelies #volleyball #fyp #ShowYourJOWO,6889571062910501894,yo yo yo,"15
insta:ciara_hammonds_
snap:ciarah1122",0,False,https://m.tiktok.com/v/7094041203905219886.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094041203905219886&source=h5_m,6765132,1407,765,1839,801003,7094041198679034666,7094041198679034666,72,7094041198679034666,original sound - wh0sciara,yo yo yo,6.889571062910502e+18,yo yo yo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094041212941404971.mp3,,False,False,,,,,[],0,0,Australia,#whitelies #volleyball #fyp #ShowYourJOWO,0,0,0,0,0,1,0,0,0,0
